"","TimeBodyAccelerationMagnitudeMean","TimeBodyAccelerationMagnitudeStandardDeviation","TimeGravityAccelerationMagnitudeMean","TimeGravityAccelerationMagnitudeStandardDeviation","TimeBodyAccelerationJerkMagnitudeMean","TimeBodyAccelerationJerkMagnitudeStandardDeviation","TimeBodyGyroMagnitudeMean","TimeBodyGyroMagnitudeStandardDeviation","TimeBodyGyroJerkMagnitudeMean","TimeBodyGyroJerkMagnitudeStandardDeviation","FrequencyBodyAccelerationMagnitudeMean","FrequencyBodyAccelerationMagnitudeStandardDeviation","FrequencyBodyBodyAccelerationJerkMagnitudeMean","FrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation","FrequencyBodyBodyGyroMagnitudeMean","FrequencyBodyBodyGyroMagnitudeStandardDeviation","FrequencyBodyBodyGyroJerkMagnitudeMean","FrequencyBodyBodyGyroJerkMagnitudeStandardDeviation","Activity","Subject"
"1495",-0.98586644,-0.9873897,-0.98586644,-0.9873897,-0.99409616,-0.99534182,-0.98907609,-0.99279796,-0.99463112,-0.99629503,-0.99043229,-0.98637693,-0.99558343,-0.99331105,-0.99393138,-0.99298464,-0.99603932,-0.99659775,"STANDING",7
"1496",-0.98043669,-0.98904524,-0.98043669,-0.98904524,-0.99523072,-0.99618363,-0.98861261,-0.99409354,-0.9952069,-0.99685736,-0.99054818,-0.9887035,-0.99592452,-0.99514847,-0.99471412,-0.99445349,-0.99653234,-0.99718465,"STANDING",7
"1497",-0.97718142,-0.98404502,-0.97718142,-0.98404502,-0.99585521,-0.99450684,-0.98758881,-0.99329984,-0.99574659,-0.99691819,-0.98529884,-0.98462975,-0.99410986,-0.99374389,-0.99407589,-0.99367671,-0.99660681,-0.99728305,"STANDING",7
"1498",-0.98024322,-0.98027887,-0.98024322,-0.98027887,-0.99680038,-0.99531649,-0.98782254,-0.99247701,-0.99455822,-0.99590568,-0.987796,-0.97813062,-0.99474544,-0.99482654,-0.99226225,-0.99383624,-0.9954562,-0.99654313,"STANDING",7
"1499",-0.98169433,-0.98518089,-0.98169433,-0.98518089,-0.99542152,-0.99658494,-0.98905043,-0.99308404,-0.99491297,-0.99575092,-0.98970325,-0.98371281,-0.99557232,-0.99717211,-0.99333676,-0.99392415,-0.99533194,-0.99629299,"STANDING",7
"1500",-0.98204142,-0.98956711,-0.98204142,-0.98956711,-0.99344359,-0.99590728,-0.98714987,-0.99084399,-0.99498391,-0.99649197,-0.99118449,-0.98907199,-0.99499103,-0.99628028,-0.99185997,-0.99146898,-0.99631202,-0.99665321,"STANDING",7
"1501",-0.97933582,-0.96651439,-0.97933582,-0.96651439,-0.98557019,-0.96609542,-0.98416918,-0.97340842,-0.99049819,-0.97936399,-0.96417878,-0.97213282,-0.9679316,-0.96219749,-0.97693889,-0.97528756,-0.9807947,-0.97851546,"STANDING",7
"1502",-0.67789427,-0.45489039,-0.67789427,-0.45489039,-0.90967061,-0.86747559,-0.80213631,-0.61876463,-0.92921017,-0.90958097,-0.60266863,-0.47146741,-0.88075159,-0.85105852,-0.73170446,-0.61618003,-0.91968726,-0.90325235,"SITTING",7
"1503",-0.90523543,-0.88904737,-0.90523543,-0.88904737,-0.95892507,-0.9537657,-0.93168768,-0.91793279,-0.96277772,-0.95022576,-0.91038461,-0.89434891,-0.95443057,-0.95131157,-0.9199428,-0.93059645,-0.94776103,-0.95700029,"SITTING",7
"1504",-0.94712673,-0.92898449,-0.94712673,-0.92898449,-0.96084793,-0.94951965,-0.91740242,-0.88031908,-0.96269314,-0.94773802,-0.92656908,-0.9403628,-0.94752225,-0.95103926,-0.87812354,-0.9029451,-0.94711036,-0.95192617,"SITTING",7
"1505",-0.89337241,-0.85189441,-0.89337241,-0.85189441,-0.95048987,-0.947633,-0.66480007,-0.48343663,-0.93795315,-0.92811683,-0.87044564,-0.86406988,-0.94186476,-0.95521329,-0.68248628,-0.46052378,-0.93912661,-0.91990133,"SITTING",7
"1506",-0.81431502,-0.8182935,-0.81431502,-0.8182935,-0.94310891,-0.93934254,-0.60024514,-0.51306698,-0.93096434,-0.91903712,-0.87991728,-0.81800987,-0.9401017,-0.93707733,-0.71547316,-0.4858598,-0.93486767,-0.90662306,"SITTING",7
"1507",-0.85925264,-0.80032255,-0.85925264,-0.80032255,-0.97093223,-0.94273097,-0.88582695,-0.67763013,-0.97137877,-0.93775317,-0.83754676,-0.81181557,-0.96014208,-0.92321266,-0.7524748,-0.68549477,-0.95566052,-0.92319704,"SITTING",7
"1508",-0.95850102,-0.91641132,-0.95850102,-0.91641132,-0.9932473,-0.99647442,-0.98430118,-0.98813933,-0.99468332,-0.99504948,-0.94632881,-0.91449267,-0.99626667,-0.99547303,-0.99224749,-0.98727915,-0.99492297,-0.99518156,"SITTING",7
"1509",-0.98856917,-0.98626379,-0.98856917,-0.98626379,-0.99190866,-0.99358521,-0.97946869,-0.9862521,-0.99596783,-0.99628059,-0.98730827,-0.98664536,-0.99292545,-0.99301622,-0.99166434,-0.98500828,-0.99649334,-0.99566961,"SITTING",7
"1510",-0.98514165,-0.9851152,-0.98514165,-0.9851152,-0.99067607,-0.99283396,-0.9837196,-0.98479838,-0.99561453,-0.9945765,-0.98858205,-0.98422285,-0.99243455,-0.99201453,-0.9897052,-0.98401297,-0.99565217,-0.99305632,"SITTING",7
"1511",-0.98285257,-0.9823845,-0.98285257,-0.9823845,-0.99291677,-0.99447624,-0.98466444,-0.98792459,-0.99498289,-0.99469281,-0.98800907,-0.98080227,-0.99474132,-0.99260606,-0.9900074,-0.98830075,-0.99464132,-0.9947169,"SITTING",7
"1512",-0.98159195,-0.98236157,-0.98159195,-0.98236157,-0.99459336,-0.99555799,-0.98695231,-0.98707594,-0.99576275,-0.99642312,-0.987068,-0.98124142,-0.99560078,-0.99408001,-0.99058405,-0.98670871,-0.99625303,-0.99656134,"SITTING",7
"1513",-0.98340288,-0.98273695,-0.98340288,-0.98273695,-0.99419737,-0.99617139,-0.98698081,-0.98732254,-0.99606201,-0.99534899,-0.98564428,-0.98252999,-0.99588197,-0.99530582,-0.99089556,-0.98687638,-0.99593961,-0.99443759,"SITTING",7
"1514",-0.4355049,0.069582494,-0.4355049,0.069582494,-0.92698003,-0.82728767,-0.45006216,-0.86312901,-0.95876371,-0.91452232,-0.16536533,0.014324687,-0.8431358,-0.80819391,-0.9120529,-0.85811649,-0.92059291,-0.91248159,"SITTING",7
"1515",-0.89592417,-0.88440075,-0.89592417,-0.88440075,-0.99062725,-0.98684815,-0.6136753,-0.76761661,-0.99125439,-0.98706142,-0.9532228,-0.87507168,-0.98649001,-0.98592011,-0.85785402,-0.75665935,-0.98748941,-0.98695133,"SITTING",7
"1516",-0.9713151,-0.96195901,-0.9713151,-0.96195901,-0.9949554,-0.99657999,-0.80981213,-0.83539256,-0.99536093,-0.99656034,-0.9723327,-0.96127741,-0.99669024,-0.99483242,-0.88191615,-0.83500836,-0.99675086,-0.99610991,"SITTING",7
"1517",-0.98681662,-0.98789462,-0.98681662,-0.98789462,-0.99518832,-0.99654817,-0.93444021,-0.90510366,-0.99724168,-0.99787895,-0.99118419,-0.98666471,-0.99558565,-0.99612379,-0.94409311,-0.89939095,-0.99832838,-0.9969589,"SITTING",7
"1518",-0.98162511,-0.98057226,-0.98162511,-0.98057226,-0.99381433,-0.99538445,-0.97669616,-0.98447763,-0.99678773,-0.99673858,-0.98330458,-0.98080576,-0.99477303,-0.99484407,-0.99028118,-0.983288,-0.99663352,-0.9966977,"SITTING",7
"1519",-0.97966296,-0.98262581,-0.97966296,-0.98262581,-0.99208785,-0.99493932,-0.97141618,-0.98784335,-0.99561614,-0.9957134,-0.98462568,-0.98297026,-0.99466681,-0.99389546,-0.99022707,-0.98803584,-0.99524221,-0.99642222,"SITTING",7
"1520",-0.9843047,-0.98619191,-0.9843047,-0.98619191,-0.98937649,-0.98872459,-0.97629077,-0.9807269,-0.99607665,-0.99628342,-0.98502523,-0.98815318,-0.98808057,-0.988294,-0.98789282,-0.97939776,-0.9962148,-0.99626785,"SITTING",7
"1521",-0.98566765,-0.98571338,-0.98566765,-0.98571338,-0.98955454,-0.98920354,-0.98533698,-0.98195967,-0.99693547,-0.99636055,-0.98488387,-0.9874829,-0.98778333,-0.98999802,-0.99038013,-0.97992694,-0.99671181,-0.99569666,"SITTING",7
"1522",-0.99081789,-0.99122427,-0.99081789,-0.99122427,-0.9924197,-0.99343389,-0.98620969,-0.98533103,-0.99576348,-0.99483752,-0.99091809,-0.99181511,-0.9939008,-0.9912345,-0.98967468,-0.98476527,-0.99483309,-0.99477558,"SITTING",7
"1523",-0.99081563,-0.99045926,-0.99081563,-0.99045926,-0.99126118,-0.99228656,-0.98456697,-0.98824927,-0.99537935,-0.99548772,-0.98940687,-0.99176679,-0.99092042,-0.99322972,-0.98999095,-0.98880236,-0.99520634,-0.995881,"SITTING",7
"1524",-0.52661148,0.019248176,-0.52661148,0.019248176,-0.90969807,-0.81392844,-0.57782108,-0.80427016,-0.9401378,-0.88549683,-0.28954862,-0.0022602188,-0.82100521,-0.8038189,-0.8496953,-0.80886624,-0.88992706,-0.88650485,"LAYING",7
"1525",-0.93465325,-0.96352558,-0.93465325,-0.96352558,-0.9881888,-0.98739116,-0.73691474,-0.8333413,-0.99097947,-0.99307586,-0.97542717,-0.96196743,-0.9866649,-0.98684553,-0.89335213,-0.82719405,-0.9920241,-0.99496158,"LAYING",7
"1526",-0.94733795,-0.96678605,-0.94733795,-0.96678605,-0.98688091,-0.98600736,-0.85972292,-0.87607398,-0.98985725,-0.98864707,-0.97691641,-0.96549811,-0.98390963,-0.98806614,-0.93148648,-0.86718275,-0.98732137,-0.99113952,"LAYING",7
"1527",-0.93924475,-0.93894112,-0.93924475,-0.93894112,-0.96297541,-0.91602805,-0.9193556,-0.90165125,-0.9635189,-0.9034224,-0.93107356,-0.95251364,-0.91571402,-0.91539107,-0.9052947,-0.91591982,-0.91135533,-0.89980946,"LAYING",7
"1528",-0.9466834,-0.94133751,-0.9466834,-0.94133751,-0.96425262,-0.9164187,-0.95037532,-0.89954115,-0.9635562,-0.90373191,-0.93411545,-0.95411383,-0.91616174,-0.91572409,-0.90479662,-0.91298159,-0.91125611,-0.9005091,"LAYING",7
"1529",-0.97013789,-0.97733325,-0.97013789,-0.97733325,-0.98829309,-0.99167354,-0.97123756,-0.98233564,-0.98937185,-0.98949111,-0.98476694,-0.97566774,-0.98964132,-0.99367152,-0.98477323,-0.98342536,-0.98804485,-0.99201402,"LAYING",7
"1530",-0.97472906,-0.96907194,-0.97472906,-0.96907194,-0.99156892,-0.99364415,-0.97112747,-0.97750454,-0.99201658,-0.99220938,-0.97862703,-0.96769231,-0.99241659,-0.99438904,-0.98295584,-0.97752837,-0.99224044,-0.99226067,"LAYING",7
"1531",-0.95988361,-0.95453789,-0.95988361,-0.95453789,-0.9892403,-0.99090842,-0.96432019,-0.96411271,-0.9899898,-0.98984018,-0.9703474,-0.952691,-0.99110903,-0.98910522,-0.97338505,-0.96409444,-0.98934093,-0.99092894,"LAYING",7
"1532",-0.95602301,-0.95890349,-0.95602301,-0.95890349,-0.98814235,-0.99007242,-0.96795251,-0.96038375,-0.98995947,-0.98964115,-0.97375729,-0.95681793,-0.98875806,-0.99090319,-0.97295042,-0.95924123,-0.98938025,-0.99031206,"LAYING",7
"1533",-0.96314269,-0.96626999,-0.96314269,-0.96626999,-0.98958278,-0.99189269,-0.97491658,-0.97586008,-0.99489106,-0.99553988,-0.98051845,-0.96340445,-0.99036354,-0.99322558,-0.98598054,-0.97383423,-0.99567145,-0.99522364,"LAYING",7
"1534",-0.97166972,-0.97569196,-0.97166972,-0.97569196,-0.99111063,-0.99317956,-0.97714162,-0.97047207,-0.99612085,-0.99628061,-0.9867232,-0.97275907,-0.99246377,-0.99292281,-0.98506271,-0.96728534,-0.99647004,-0.99584908,"LAYING",7
"1535",-0.97034282,-0.96947562,-0.97034282,-0.96947562,-0.99251979,-0.99150224,-0.97311635,-0.96647869,-0.99546076,-0.9959496,-0.98487505,-0.96579005,-0.98989959,-0.99278056,-0.98226675,-0.96324324,-0.9960086,-0.99571155,"LAYING",7
"1536",-0.95615837,-0.9598309,-0.95615837,-0.9598309,-0.98306422,-0.96831835,-0.96138601,-0.91598211,-0.9851484,-0.96315182,-0.9663564,-0.96127625,-0.97384199,-0.95997788,-0.93954648,-0.91563185,-0.97042435,-0.95700002,"LAYING",7
"1537",-0.83660211,-0.72082736,-0.83660211,-0.72082736,-0.96810483,-0.93609125,-0.68675182,-0.82371947,-0.97375357,-0.94258985,-0.78552879,-0.73244948,-0.94822723,-0.92100316,-0.87784268,-0.82134037,-0.95729151,-0.93054475,"LAYING",7
"1538",-0.94416175,-0.96958954,-0.94416175,-0.96958954,-0.98860757,-0.99223827,-0.83586264,-0.84302008,-0.99251011,-0.99339472,-0.98314092,-0.96654216,-0.99128186,-0.99248262,-0.90656188,-0.83439553,-0.99274418,-0.99455664,"LAYING",7
"1539",-0.96176778,-0.9699342,-0.96176778,-0.9699342,-0.98964576,-0.99097767,-0.92888014,-0.94721652,-0.99308132,-0.99338054,-0.98540109,-0.96616261,-0.98943514,-0.99171587,-0.96373424,-0.94597447,-0.99264763,-0.99465055,"LAYING",7
"1540",-0.96857567,-0.97248,-0.96857567,-0.97248,-0.99017766,-0.98837284,-0.96453667,-0.95949292,-0.9932784,-0.99306225,-0.98621528,-0.96898214,-0.98642151,-0.98996001,-0.97218243,-0.95840752,-0.99323436,-0.9928783,"LAYING",7
"1541",-0.96386683,-0.9674777,-0.96386683,-0.9674777,-0.99100739,-0.99129598,-0.97178482,-0.98522305,-0.99389868,-0.99326564,-0.97949409,-0.96530753,-0.99048254,-0.99121821,-0.98901673,-0.98498409,-0.9934378,-0.9930652,"LAYING",7
"1542",-0.96432962,-0.96837856,-0.96432962,-0.96837856,-0.99279997,-0.99579172,-0.96464691,-0.97646906,-0.99462334,-0.99386232,-0.98587593,-0.96414091,-0.99527142,-0.99534844,-0.98572138,-0.97474301,-0.99386385,-0.99387457,"LAYING",7
"1543",-0.96861573,-0.97788655,-0.96861573,-0.97788655,-0.99163393,-0.99353012,-0.97199489,-0.97122919,-0.9951696,-0.99408616,-0.98501767,-0.97627871,-0.99283536,-0.99324763,-0.98455016,-0.96843409,-0.99408759,-0.99409564,"LAYING",7
"1544",-0.97013078,-0.97158336,-0.97013078,-0.97158336,-0.99172521,-0.99302312,-0.976212,-0.97826189,-0.99473711,-0.99412998,-0.98432784,-0.96856637,-0.99194802,-0.99338703,-0.98443213,-0.97777587,-0.99465611,-0.99338433,"LAYING",7
"1545",-0.97150366,-0.97446453,-0.97150366,-0.97446453,-0.9918658,-0.99448912,-0.97808215,-0.97584805,-0.99496089,-0.99459979,-0.98667634,-0.97125468,-0.99392026,-0.99408822,-0.98458821,-0.97443168,-0.99486637,-0.9941839,"LAYING",7
"1546",-0.97132931,-0.97722489,-0.97132931,-0.97722489,-0.99059373,-0.99366983,-0.97659729,-0.97624545,-0.99471995,-0.99393898,-0.98861208,-0.97394997,-0.99243629,-0.99450402,-0.98329317,-0.97559798,-0.99421193,-0.99355532,"LAYING",7
"1547",-0.97174989,-0.97740407,-0.97174989,-0.97740407,-0.99217193,-0.99569695,-0.97684817,-0.97588198,-0.99433886,-0.99334806,-0.98779212,-0.97448565,-0.9948745,-0.99586458,-0.98233893,-0.97560368,-0.99354717,-0.99311967,"LAYING",7
"1548",-0.94866508,-0.93687397,-0.94866508,-0.93687397,-0.97879209,-0.96920011,-0.95611953,-0.91341447,-0.980185,-0.96179655,-0.95689438,-0.93584723,-0.96965555,-0.96706328,-0.93575012,-0.91404142,-0.9644946,-0.96060534,"LAYING",7
"1549",-0.2050211,-0.26134545,-0.2050211,-0.26134545,-0.32542717,-0.1244535,-0.22778837,-0.33678296,-0.41548523,-0.29835547,-0.19511218,-0.41612564,-0.10362988,-0.15692931,-0.31825697,-0.46817976,-0.31687416,-0.32363187,"WALKING",7
"1550",-0.10759196,-0.28171755,-0.10759196,-0.28171755,-0.20505089,-0.027699748,-0.27667888,-0.20754299,-0.31514857,-0.10351011,-0.21678292,-0.43251326,0.046452498,-0.13106162,-0.16210219,-0.38504513,-0.13685649,-0.12355536,"WALKING",7
"1551",-0.025010865,-0.1853844,-0.025010865,-0.1853844,-0.076187226,0.10534729,-0.20530594,-0.017561006,-0.17021038,0.2286697,-0.056167126,-0.39484658,0.16128313,0.023770324,0.0022628392,-0.20618216,0.12649646,0.26777151,"WALKING",7
"1552",0.024792264,-0.095225574,0.024792264,-0.095225574,-0.039913046,0.14989963,-0.1450541,0.11168002,-0.067018758,0.27304231,0.03876586,-0.32061009,0.061043719,0.24585432,0.087110637,-0.064255262,0.16528663,0.31739646,"WALKING",7
"1553",0.039757816,-0.063336871,0.039757816,-0.063336871,-0.045693424,0.14453205,-0.1802486,0.10163846,-0.11248059,0.1821275,0.0099330657,-0.25279666,0.10837206,0.18237446,0.10486341,-0.09441681,0.12557067,0.17125983,"WALKING",7
"1554",-0.026983785,-0.067027211,-0.026983785,-0.067027211,-0.12602758,0.1020847,-0.19660147,-0.032270594,-0.15537042,0.11425265,-0.0031579395,-0.25002071,0.097758748,0.10643361,-0.020302891,-0.2118681,0.0594553,0.10534476,"WALKING",7
"1555",-0.10235178,-0.18648134,-0.10235178,-0.18648134,-0.21347859,0.0061808783,-0.26863028,-0.17434817,-0.23588143,-0.052615738,-0.13363955,-0.3441828,-0.027009864,0.043657506,-0.15520739,-0.33493791,-0.10055308,-0.056575237,"WALKING",7
"1556",-0.04023793,-0.12510354,-0.04023793,-0.12510354,-0.097817375,0.14608894,-0.25268513,-0.12208028,-0.17493405,0.097617957,-0.031736703,-0.31855721,0.038799141,0.26166681,-0.11099564,-0.28523324,-0.036372383,0.18404095,"WALKING",7
"1557",-0.031992514,-0.061929137,-0.031992514,-0.061929137,-0.058827193,0.18410086,-0.23263028,-0.085793669,-0.18079807,0.14597652,0.026975865,-0.26185933,0.17097126,0.19285253,-0.047592995,-0.27767615,0.031069007,0.20814326,"WALKING",7
"1558",-0.028671611,-0.081406616,-0.028671611,-0.081406616,-0.068278766,0.13288204,-0.2270015,-0.11464137,-0.21297844,0.062014908,0.025843851,-0.29071814,0.071740722,0.19815952,-0.097178456,-0.28437278,-0.013967207,0.081746605,"WALKING",7
"1559",0.0060028995,-0.13525181,0.0060028995,-0.13525181,-0.088062943,0.018668449,-0.18803561,-0.038869523,-0.14141267,0.12762057,-0.095948972,-0.29245632,-0.052429063,0.095584467,-0.020859758,-0.22232767,0.041306894,0.1553915,"WALKING",7
"1560",-0.044232526,-0.21304118,-0.044232526,-0.21304118,-0.19187444,-0.062665782,-0.25414506,-0.031872091,-0.20838923,0.11845319,-0.16980818,-0.36063297,-0.15705157,0.039308147,-0.028042658,-0.20489623,0.00014841983,0.18250691,"WALKING",7
"1561",-0.058068305,-0.16391989,-0.058068305,-0.16391989,-0.15530825,0.038968295,-0.30235321,-0.19570388,-0.26627877,-0.0062006921,-0.11012532,-0.32553831,-0.019883176,0.10232573,-0.17443046,-0.35437901,-0.12223266,0.064109677,"WALKING",7
"1562",-0.13294205,-0.19281985,-0.13294205,-0.19281985,-0.19213199,-0.063918015,-0.31403354,-0.35194031,-0.34116151,-0.20085885,-0.11125458,-0.36791891,-0.026042818,-0.12007109,-0.33869211,-0.47649382,-0.25652785,-0.18735056,"WALKING",7
"1563",-0.19255715,-0.29628621,-0.19255715,-0.29628621,-0.37817097,-0.16046567,-0.14649403,-0.23613136,-0.42868824,-0.20635211,-0.28114658,-0.4139333,-0.15235038,-0.17514419,-0.22849865,-0.3764196,-0.25943348,-0.19549556,"WALKING",7
"1564",-0.11747392,-0.23118038,-0.11747392,-0.23118038,-0.21515384,-0.042854806,-0.19612493,-0.11606568,-0.27022026,0.0076761039,-0.14761953,-0.40208876,-0.02704634,-0.068015709,-0.045148257,-0.33265933,-0.022207797,-0.02481624,"WALKING",7
"1565",-0.045411412,-0.15068787,-0.045411412,-0.15068787,-0.10864184,0.016290454,-0.19346672,-0.0078724625,-0.16916073,0.087437962,-0.083045764,-0.32271626,-0.025742109,0.060247702,-0.00037468007,-0.18817961,0.015343595,0.10097424,"WALKING",7
"1566",-0.068326543,-0.18384167,-0.068326543,-0.18384167,-0.16300031,0.032814983,-0.26925798,-0.067567683,-0.22182305,0.040096178,-0.16632484,-0.32048557,-0.0017480393,0.068005217,-0.035853755,-0.25752694,-0.062300107,0.091644325,"WALKING",7
"1567",-0.052724743,-0.19070257,-0.052724743,-0.19070257,-0.15085528,0.075562287,-0.27761743,-0.083171272,-0.22751047,0.10260132,-0.16253289,-0.33264843,0.070206043,0.078064754,-0.032696576,-0.28671371,0.012680484,0.13829929,"WALKING",7
"1568",-0.001751377,-0.10714956,-0.001751377,-0.10714956,-0.068903654,0.10125851,-0.2049198,-0.031565371,-0.13137374,0.16285407,-0.024183924,-0.29636138,0.016952758,0.19271366,-0.0036576388,-0.22460995,0.037299299,0.23319629,"WALKING",7
"1569",-0.016776237,-0.099493591,-0.016776237,-0.099493591,-0.088901359,0.094506078,-0.21792795,-0.022143746,-0.12356914,0.12455521,-0.054143924,-0.26526958,-0.00078307482,0.19876189,-0.04010362,-0.17942926,0.029830493,0.16185803,"WALKING",7
"1570",0.0047763687,-0.14251871,0.0047763687,-0.14251871,-0.098781013,0.053584343,-0.21012179,-0.075358882,-0.16248002,-0.017237538,-0.15597293,-0.26738836,-0.045524116,0.16058305,-0.057535588,-0.25225564,-0.078762362,-0.0079900547,"WALKING",7
"1571",0.015933502,-0.15865687,0.015933502,-0.15865687,-0.092488299,0.077122152,-0.19365006,-0.13393118,-0.18013708,-0.017628618,-0.13362922,-0.3036536,0.019129102,0.13915104,-0.12956248,-0.28933951,-0.08335337,-0.0013973046,"WALKING",7
"1572",0.031843883,-0.10266566,0.031843883,-0.10266566,-0.013244237,0.20888302,-0.19194922,-0.059399569,-0.12450181,0.14200445,-0.046076029,-0.2752628,0.11790924,0.30761622,-0.093270305,-0.19850797,-0.030189091,0.26078539,"WALKING",7
"1573",0.015641076,-0.098054445,0.015641076,-0.098054445,0.014643607,0.23094541,-0.18642844,-0.075095341,-0.11798626,0.14170878,0.0037298648,-0.30125342,0.20269019,0.25682899,-0.045079672,-0.26218776,0.041504746,0.18493596,"WALKING",7
"1574",-0.037435866,-0.16465736,-0.037435866,-0.16465736,-0.072752792,0.11553399,-0.2283171,-0.07681149,-0.15394781,0.088172789,-0.099105477,-0.33379048,0.17075886,0.032769259,-0.066127253,-0.24751466,0.025971089,0.091004371,"WALKING",7
"1575",-0.039031074,-0.16085083,-0.039031074,-0.16085083,-0.10729379,-0.0088243052,-0.23085159,-0.067546477,-0.17666884,-0.027352633,-0.093897921,-0.3314776,0.032379903,-0.066022279,-0.010583841,-0.2796744,-0.063411425,-0.049548939,"WALKING",7
"1576",-0.040417832,-0.035724318,-0.040417832,-0.035724318,-0.099704494,0.14502363,-0.18103096,-0.11380329,-0.20170471,-0.023826413,0.070166253,-0.25107081,0.19351541,0.071187758,-0.069349194,-0.30643015,-0.06931078,-0.034406598,"WALKING",7
"1577",0.10264524,0.31362737,0.10264524,0.31362737,-0.15601741,-0.022003708,-0.2903311,-0.4772105,-0.39767521,-0.35321879,0.19461657,0.17115568,-0.023640894,-0.025622579,-0.38857459,-0.65231552,-0.3417677,-0.41519144,"WALKING_DOWNSTAIRS",7
"1578",0.057126141,0.29065051,0.057126141,0.29065051,-0.18557064,0.0015232914,-0.25851329,-0.34561423,-0.48964993,-0.49000213,0.21731262,0.12946944,0.073786869,-0.10629902,-0.3380225,-0.46664448,-0.44173134,-0.60033592,"WALKING_DOWNSTAIRS",7
"1579",0.067556728,0.22071019,0.067556728,0.22071019,-0.21601745,0.04419669,-0.11384915,-0.30016207,-0.49366775,-0.56578572,0.2378362,0.021179706,0.077848279,-0.0081958026,-0.43631583,-0.33203675,-0.58639932,-0.56948573,"WALKING_DOWNSTAIRS",7
"1580",0.091450261,0.15130737,0.091450261,0.15130737,-0.19883148,0.06791805,-0.17398077,-0.36592506,-0.45481465,-0.53653813,0.21131549,-0.063184834,0.12622747,-0.017142832,-0.44148464,-0.42327843,-0.50151876,-0.62206141,"WALKING_DOWNSTAIRS",7
"1581",0.11425898,0.25589648,0.11425898,0.25589648,-0.14726407,0.11325888,-0.13623243,-0.21448379,-0.38867742,-0.4299119,0.34603095,0.0067298963,0.054981614,0.17536003,-0.25279217,-0.32324299,-0.41353509,-0.49358936,"WALKING_DOWNSTAIRS",7
"1582",0.18406951,0.36952804,0.18406951,0.36952804,-0.018307962,0.26195291,-0.034195902,-0.12764342,-0.24424276,-0.17181648,0.39899587,0.13927497,0.21384021,0.31477494,-0.11545216,-0.29072007,-0.18128611,-0.21536362,"WALKING_DOWNSTAIRS",7
"1583",0.13382301,0.29362809,0.13382301,0.29362809,-0.10962363,0.19417008,-0.12870804,-0.23307314,-0.30136482,-0.24493731,0.38715804,0.036540121,0.15926974,0.22853035,-0.20673524,-0.389518,-0.24124201,-0.30129466,"WALKING_DOWNSTAIRS",7
"1584",0.14552278,0.34470166,0.14552278,0.34470166,-0.094641226,0.25127993,-0.19579922,-0.27611004,-0.34792968,-0.41475468,0.34043866,0.13767931,0.18149553,0.32638845,-0.30341947,-0.38214382,-0.3826857,-0.50126008,"WALKING_DOWNSTAIRS",7
"1585",0.090223537,0.16593884,0.090223537,0.16593884,-0.14597073,0.021644579,-0.088605371,-0.30113887,-0.4479145,-0.43854453,0.2132256,-0.043096534,0.080246419,-0.06530309,-0.35550096,-0.38354533,-0.41941182,-0.50570045,"WALKING_DOWNSTAIRS",7
"1586",-0.0025281675,-0.010628475,-0.0025281675,-0.010628475,-0.16836691,0.036975863,-0.015055312,-0.17088439,-0.42776053,-0.39416769,0.034200763,-0.19062602,0.07029652,-0.01361559,-0.20768332,-0.28837322,-0.38848642,-0.44454654,"WALKING_DOWNSTAIRS",7
"1587",0.087053124,0.29868923,0.087053124,0.29868923,-0.052226588,0.22193521,0.053700241,-0.1160823,-0.34299641,-0.29870613,0.29090384,0.10079601,0.28613753,0.13045099,-0.18682588,-0.21902191,-0.28279566,-0.37018184,"WALKING_DOWNSTAIRS",7
"1588",0.10911748,0.4062051,0.10911748,0.4062051,-0.032436349,0.23483502,-0.20049636,-0.22880308,-0.34239044,-0.29816791,0.47194095,0.14861535,0.33815611,0.084694621,-0.18925782,-0.39743821,-0.28545869,-0.36588203,"WALKING_DOWNSTAIRS",7
"1589",0.071945898,0.15670741,0.071945898,0.15670741,-0.12934282,0.055907877,-0.1466202,-0.26753235,-0.3469339,-0.32001479,0.15791403,-0.024065404,0.026598335,0.084471213,-0.26048605,-0.40175367,-0.31737438,-0.37198475,"WALKING_DOWNSTAIRS",7
"1590",0.17164406,0.24600497,0.17164406,0.24600497,-0.013792971,0.079735391,0.016476047,-0.24758482,-0.28453812,-0.30653281,0.33532621,-0.0013179132,0.082791524,0.067786351,-0.22167475,-0.40076614,-0.27073915,-0.40618943,"WALKING_DOWNSTAIRS",7
"1591",0.12389951,0.25867184,0.12389951,0.25867184,-0.081227673,0.08264324,-0.19727295,-0.19663707,-0.37805915,-0.36205955,0.13799525,0.1257543,0.031618633,0.13723777,-0.25885248,-0.29140234,-0.34041418,-0.43562761,"WALKING_DOWNSTAIRS",7
"1592",0.023509506,0.20049391,0.023509506,0.20049391,-0.15678158,0.066628521,-0.19765169,-0.25705565,-0.39875732,-0.32441017,0.11009745,0.061440814,0.048288859,0.082012529,-0.20457147,-0.43252032,-0.307834,-0.39573814,"WALKING_DOWNSTAIRS",7
